timestamp,target_ml,tolerance_ml,estimated_ml,pressure_pa,flow_rate,height_mm,time_s,pass
2025-10-10T18:14:12.360690,0.6,0.1,1.2719154090024112,50000.0,2.1,71.10776447551825,5.390498638153076,False
2025-10-10T18:14:12.360725,0.6,0.1,1.292728298165825,50000.0,2.1,65.40284787056441,5.478705644607544,False
2025-10-10T18:14:12.360738,0.6,0.1,1.288806968860412,50000.0,2.1,65.03688065646895,5.4620866775512695,False
2025-10-10T18:14:12.360750,0.6,0.1,1.2927352176623397,50000.0,2.1,64.8053239046657,5.478734970092773,False
2025-10-10T18:14:12.360825,0.6,0.1,1.2881303771158281,50000.0,2.1,64.42671625422456,5.459219217300415,False
2025-10-10T18:14:12.360853,0.6,0.1,1.2899458167258273,50000.0,2.1,64.09314312902414,5.466913223266602,False
2025-10-10T18:14:12.360868,0.6,0.1,1.2938938676641227,50000.0,2.1,63.38730946637345,5.483645439147949,False
2025-10-10T18:14:12.360879,0.6,0.1,1.2905882047803214,50000.0,2.1,63.14991456343016,5.469635725021362,False
2025-10-10T18:14:12.360890,0.6,0.1,1.2976750631010934,50000.0,2.1,62.91731865379879,5.499670505523682,False
2025-10-10T18:14:12.360902,0.6,0.1,1.2905093900273354,50000.0,2.1,64.02382531420649,5.469301700592041,False
2025-10-10T18:14:12.360912,0.6,0.1,1.2932216638929388,50000.0,2.1,64.53191025576282,5.480796575546265,False
2025-10-10T18:14:12.360923,0.6,0.1,1.3007538452577057,50000.0,2.1,61.20499156095471,5.512718677520752,False
2025-10-10T18:14:12.360934,0.6,0.1,1.300198935390858,50000.0,2.1,60.81263824372522,5.510366916656494,False
2025-10-10T18:14:12.360945,0.6,0.1,1.2960533693935095,50000.0,2.1,61.675065234488,5.492797613143921,False
2025-10-10T18:14:12.360956,0.6,0.1,1.3090578598922558,50000.0,2.1,61.67507599928683,5.547911882400513,False
2025-10-10T18:14:12.360966,0.6,0.1,1.3027257892522919,50000.0,2.1,59.863727383930126,5.521075963973999,False
2025-10-10T18:14:12.360977,0.6,0.1,1.3011480315347734,50000.0,2.1,58.31057609726432,5.514389276504517,False
2025-10-10T18:14:12.360987,0.6,0.1,1.3102059337530243,50000.0,2.1,58.90636319906102,5.552777528762817,False
2025-10-10T18:14:12.360998,0.6,0.1,1.3048074325818693,50000.0,2.1,58.47152473182963,5.529898166656494,False
2025-10-10T18:14:12.361008,0.6,0.1,1.30609277125155,50000.0,2.1,58.3385741715645,5.535345554351807,False
2025-10-10T18:14:12.361017,0.6,0.1,1.3116373694344854,50000.0,2.1,58.25831256728043,5.558844089508057,False
2025-10-10T18:14:12.361028,0.6,0.1,1.3142514764592887,50000.0,2.1,59.50554365836348,5.569922924041748,False
2025-10-10T18:14:12.361038,0.6,0.1,1.3078831206546742,50000.0,2.1,56.63222537313261,5.542933225631714,False
2025-10-10T18:14:12.361047,0.6,0.1,1.3145425453614652,50000.0,2.1,56.428997170997405,5.5711565017700195,False
2025-10-10T18:14:12.361057,0.6,0.1,1.3235990974340546,50000.0,2.1,50.69392368727749,5.609539031982422,False
2025-10-10T18:14:12.361067,0.6,0.1,1.326252921243732,50000.0,2.1,50.49179323303146,5.620786190032959,False
2025-10-10T18:14:12.361076,0.6,0.1,1.3261687059081002,50000.0,2.1,50.09067469649224,5.620429277420044,False
2025-10-10T18:14:12.361085,0.6,0.1,1.3243983836656206,50000.0,2.1,50.20749253781787,5.612926483154297,False
2025-10-10T18:14:12.361094,0.6,0.1,1.3294270574376823,50000.0,2.1,50.12672123030846,5.6342384815216064,False
2025-10-10T18:14:12.361103,0.6,0.1,1.3272068554096008,50000.0,2.1,49.994918029705474,5.624829053878784,False
2025-10-10T18:14:12.361117,0.6,0.1,1.3278676391987319,50000.0,2.1,49.73728881360893,5.627629518508911,False
2025-10-10T18:14:12.361127,0.6,0.1,1.3445170729347828,50000.0,2.1,49.561170665065475,5.698191404342651,False
2025-10-10T18:14:12.361137,0.6,0.1,1.3314343864998122,50000.0,2.1,49.35074959503065,5.642745733261108,False
2025-10-10T18:14:12.361146,0.6,0.1,1.3259216292520588,50000.0,2.1,49.3046310725734,5.61938214302063,False
2025-10-10T18:14:12.361155,0.6,0.1,1.3262077476201433,50000.0,2.1,48.93258167680652,5.62059473991394,False
2025-10-10T18:14:12.361163,0.6,0.1,1.3267659203390056,50000.0,2.1,49.0336945007147,5.622960329055786,False
2025-10-10T18:14:12.361172,0.6,0.1,1.3290222950195998,50000.0,2.1,48.53832206963435,5.632523059844971,False
