timestamp,target_ml,estimated_ml,pressure_pa,flow_rate,height_mm,time_s
2025-10-10T14:08:47.793861,10.0,11.563497304916382,50000.0,2.1,46.46204230338459,5.50642728805542
2025-10-10T14:08:47.793893,10.0,11.609994864463806,50000.0,2.1,46.362991409107224,5.528568983078003
2025-10-10T14:08:47.793905,10.0,11.631574130058288,50000.0,2.1,45.91007242287915,5.53884482383728
2025-10-10T14:08:47.793915,10.0,11.642117428779603,50000.0,2.1,44.58728956427018,5.543865442276001
2025-10-10T14:08:47.793926,10.0,11.6945645570755,50000.0,2.1,43.04572561878308,5.568840265274048
2025-10-10T14:08:47.793936,10.0,11.787756443023682,50000.0,2.1,43.37419550123627,5.613217353820801
2025-10-10T14:08:47.793946,10.0,11.73879554271698,50000.0,2.1,43.66450894562581,5.589902639389038
2025-10-10T14:08:47.793956,10.0,11.729113411903382,50000.0,2.1,42.53215969923106,5.585292100906372
2025-10-10T14:08:47.793967,10.0,11.730744123458862,50000.0,2.1,41.22038938295988,5.586068630218506
2025-10-10T14:08:47.793978,10.0,11.788307189941406,50000.0,2.1,39.91503663670126,5.6134796142578125
2025-10-10T14:08:47.793988,10.0,11.771503400802613,50000.0,2.1,40.05761862404876,5.605477809906006
2025-10-10T14:08:47.794000,10.0,11.79133529663086,50000.0,2.1,40.00665505510756,5.614921569824219
2025-10-10T14:08:47.794010,10.0,11.827076268196107,50000.0,2.1,39.1533500366143,5.631941080093384
2025-10-10T14:08:47.794020,10.0,11.864656233787537,50000.0,2.1,38.0620470200293,5.649836301803589
2025-10-10T14:08:47.794030,10.0,11.842524218559266,50000.0,2.1,38.01643930161015,5.639297246932983
2025-10-10T14:08:47.794039,10.0,11.859000062942505,50000.0,2.1,37.944465529119555,5.6471428871154785
2025-10-10T14:08:47.794049,10.0,11.911880779266358,50000.0,2.1,37.54314481706314,5.672324180603027
2025-10-10T14:08:47.794058,10.0,11.851827335357667,50000.0,2.1,37.657202586646164,5.6437273025512695
2025-10-10T14:08:47.794068,10.0,11.870625829696655,50000.0,2.1,37.5629561894246,5.652678966522217
2025-10-10T14:08:47.794077,10.0,11.872695636749269,50000.0,2.1,37.49655602723266,5.653664588928223
2025-10-10T14:08:47.794086,10.0,11.895589184761048,50000.0,2.1,36.30726876416948,5.664566278457642
2025-10-10T14:08:47.794095,10.0,11.920965600013734,50000.0,2.1,35.09315411786977,5.676650285720825
2025-10-10T14:08:47.794104,10.0,11.94773290157318,50000.0,2.1,35.820170009283785,5.689396619796753
2025-10-10T14:08:47.794113,10.0,11.91854932308197,50000.0,2.1,32.867563345011234,5.675499677658081
2025-10-10T14:08:47.794124,10.0,11.97430694103241,50000.0,2.1,31.464654790533544,5.7020509243011475
2025-10-10T14:08:47.794133,10.0,12.026863718032837,50000.0,2.1,32.5388579113438,5.727077960968018
2025-10-10T14:08:47.794142,10.0,12.002717971801758,50000.0,2.1,32.7215034449339,5.715579986572266
2025-10-10T14:08:47.794167,10.0,12.039667081832887,50000.0,2.1,32.62643963165989,5.733174800872803
2025-10-10T14:08:47.794180,10.0,11.968005394935608,50000.0,2.1,31.51491807676446,5.699050188064575
2025-10-10T14:08:47.794190,10.0,11.990601539611816,50000.0,2.1,31.53250201158029,5.709810256958008
2025-10-10T14:08:47.794200,10.0,12.041127061843872,50000.0,2.1,31.02633999589969,5.733870029449463
2025-10-10T14:08:47.794210,10.0,12.035413312911988,50000.0,2.1,30.35518666312305,5.731149196624756
2025-10-10T14:08:47.794218,10.0,12.070990061759948,50000.0,2.1,29.638039521449173,5.748090505599976
2025-10-10T14:08:47.794227,10.0,12.087979602813721,50000.0,2.1,30.880010738981568,5.756180763244629
2025-10-10T14:08:47.794236,10.0,12.061673426628113,50000.0,2.1,27.619209554803902,5.743654012680054
2025-10-10T14:08:47.794244,10.0,12.153862953186035,50000.0,2.1,25.976652381537576,5.787553787231445
2025-10-10T14:08:47.794252,10.0,12.224536299705505,50000.0,2.1,23.190292000119456,5.821207761764526
2025-10-10T14:08:47.794261,10.0,12.205085921287537,50000.0,2.1,22.507328836331965,5.811945676803589
2025-10-10T14:08:47.794269,10.0,12.245515751838685,50000.0,2.1,22.374387036032942,5.83119797706604
2025-10-10T14:08:47.794277,10.0,12.222155570983887,50000.0,2.1,23.874246729132665,5.820074081420898
2025-10-10T14:08:47.794286,10.0,12.251048254966737,50000.0,2.1,23.443415513560808,5.833832502365112
2025-10-10T14:08:47.794294,10.0,12.176850628852845,50000.0,2.1,23.129891613303556,5.798500299453735
2025-10-10T14:08:47.794301,10.0,12.2235759973526,50000.0,2.1,22.946222866599953,5.82075047492981
2025-10-10T14:08:47.794310,10.0,12.200976848602295,50000.0,2.1,22.7992871896096,5.809988975524902
2025-10-10T14:08:47.794317,10.0,12.24027714729309,50000.0,2.1,22.56037817293462,5.8287034034729
2025-10-10T14:08:47.794325,10.0,12.262533330917359,50000.0,2.1,22.227847532524223,5.839301586151123
2025-10-10T14:08:47.794333,10.0,12.27933361530304,50000.0,2.1,19.99067646219237,5.847301721572876
