timestamp,target_ml,estimated_ml,pressure_pa,flow_rate,height_mm,time_s
2025-10-10T13:57:22.040412,10.0,11.241702389717103,50000.0,2.1,58.663534258931946,5.353191614151001
2025-10-10T13:57:22.040444,10.0,11.31762936115265,50000.0,2.1,58.14281376635981,5.389347314834595
2025-10-10T13:57:22.040454,10.0,11.38295545578003,50000.0,2.1,57.39921810779735,5.420454978942871
2025-10-10T13:57:22.040463,10.0,11.332264709472657,50000.0,2.1,57.653228090354034,5.3963165283203125
2025-10-10T13:57:22.040486,10.0,11.355711007118225,50000.0,2.1,56.64760414253779,5.40748143196106
2025-10-10T13:57:22.040496,10.0,11.366234278678894,50000.0,2.1,55.3108325448445,5.412492513656616
2025-10-10T13:57:22.040505,10.0,11.378565001487733,50000.0,2.1,55.80384121869696,5.4183642864227295
2025-10-10T13:57:22.040514,10.0,11.408242750167847,50000.0,2.1,53.98861077211113,5.432496547698975
2025-10-10T13:57:22.040523,10.0,11.445993447303772,50000.0,2.1,53.6389314736936,5.450473070144653
2025-10-10T13:57:22.040531,10.0,11.41978189945221,50000.0,2.1,52.62861115003264,5.437991380691528
2025-10-10T13:57:22.040539,10.0,11.452339553833008,50000.0,2.1,52.15880850427297,5.453495025634766
