timestamp,target_ml,tolerance_ml,estimated_ml,pressure_pa,flow_rate,height_mm,time_s,pass
2025-10-10T19:13:45.899918,0.6,0.1,1.2714054477348755,50000.0,2.1,69.76614197845963,5.3883373737335205,False
2025-10-10T19:13:45.899966,0.6,0.1,1.2805803063210477,50000.0,2.1,69.66352465727398,5.427221298217773,False
2025-10-10T19:13:45.899979,0.6,0.1,1.2778135765804333,50000.0,2.1,68.39074677679025,5.4154956340789795,False
2025-10-10T19:13:45.899990,0.6,0.1,1.2785322478647982,50000.0,2.1,68.70141349861666,5.418541431427002,False
2025-10-10T19:13:45.900017,0.6,0.1,1.2785879976294015,50000.0,2.1,71.01844702972267,5.418777704238892,False
2025-10-10T19:13:45.900030,0.6,0.1,1.2719398241364552,50000.0,2.1,71.4585828628482,5.390602111816406,False
2025-10-10T19:13:45.900066,0.6,0.1,1.2777023583315732,50000.0,2.1,66.57410246352525,5.415024280548096,False
2025-10-10T19:13:45.900076,0.6,0.1,1.28056269817138,50000.0,2.1,65.9683820945259,5.427146673202515,False
2025-10-10T19:13:45.900091,0.6,0.1,1.283061255229993,50000.0,2.1,66.53515697400822,5.4377357959747314,False
2025-10-10T19:13:45.900102,0.6,0.1,1.2862464176135118,50000.0,2.1,68.07504660919298,5.451234817504883,False
2025-10-10T19:13:45.900117,0.6,0.1,1.2859790325164795,50000.0,2.1,64.8405583892093,5.450101613998413,False
2025-10-10T19:13:45.900131,0.6,0.1,1.2872729783647514,50000.0,2.1,64.64618982676504,5.455585479736328,False
2025-10-10T19:13:45.900141,0.6,0.1,1.2907789691110676,50000.0,2.1,64.43053374982624,5.470444202423096,False
2025-10-10T19:13:45.900155,0.6,0.1,1.291036959444539,50000.0,2.1,64.65825439908886,5.4715375900268555,False
2025-10-10T19:13:45.900167,0.6,0.1,1.2937848434019625,50000.0,2.1,64.09302509597498,5.48318338394165,False
2025-10-10T19:13:45.900183,0.6,0.1,1.293219976210862,50000.0,2.1,60.92454306097608,5.480789422988892,False
2025-10-10T19:13:45.900194,0.6,0.1,1.3015758026851696,50000.0,2.1,60.54502278621597,5.516202211380005,False
2025-10-10T19:13:45.900205,0.6,0.1,1.299433684081174,50000.0,2.1,60.256978315366766,5.507123708724976,False
2025-10-10T19:13:45.900218,0.6,0.1,1.2979804773009225,50000.0,2.1,60.05411092213919,5.500964879989624,False
2025-10-10T19:13:45.900228,0.6,0.1,1.2988543028242132,50000.0,2.1,59.8972273110559,5.504668235778809,False
2025-10-10T19:13:45.900238,0.6,0.1,1.2994074687529145,50000.0,2.1,60.71113789193916,5.507012605667114,False
2025-10-10T19:13:45.900249,0.6,0.1,1.2974202793635679,50000.0,2.1,58.17227980955538,5.498590707778931,False
2025-10-10T19:13:45.900260,0.6,0.1,1.3049605616023032,50000.0,2.1,59.02318405972062,5.530547142028809,False
2025-10-10T19:13:45.900270,0.6,0.1,1.3057416208674397,50000.0,2.1,57.36540828881189,5.533857345581055,False
2025-10-10T19:13:45.900281,0.6,0.1,1.305246286177903,50000.0,2.1,57.19988111388727,5.531758069992065,False
2025-10-10T19:13:45.900292,0.6,0.1,1.3059269846155401,50000.0,2.1,56.846315906890226,5.534642934799194,False
2025-10-10T19:13:45.900302,0.6,0.1,1.307923625024517,50000.0,2.1,56.762173349546885,5.543104887008667,False
2025-10-10T19:13:45.900312,0.6,0.1,1.3082928336068484,50000.0,2.1,56.45039606512067,5.5446696281433105,False
2025-10-10T19:13:45.900321,0.6,0.1,1.3226170914896418,50000.0,2.1,56.25631192352361,5.605377197265625,False
2025-10-10T19:13:45.900331,0.6,0.1,1.3093664806880307,50000.0,2.1,55.90500349617966,5.549219846725464,False
2025-10-10T19:13:45.900341,0.6,0.1,1.3126342269811737,50000.0,2.1,55.91641949627885,5.563068866729736,False
2025-10-10T19:13:45.900351,0.6,0.1,1.3096342033214783,50000.0,2.1,55.60679581269869,5.550354480743408,False
2025-10-10T19:13:45.900361,0.6,0.1,1.3135940117782423,50000.0,2.1,54.386617610613314,5.567136526107788,False
2025-10-10T19:13:45.900372,0.6,0.1,1.3126248322176128,50000.0,2.1,53.67959933614202,5.563029050827026,False
2025-10-10T19:13:45.900382,0.6,0.1,1.3160374941450828,50000.0,2.1,54.892410174216764,5.5774922370910645,False
2025-10-10T19:13:45.900392,0.6,0.1,1.3171344874949937,50000.0,2.1,52.06290939847355,5.582141399383545,False
2025-10-10T19:13:45.900403,0.6,0.1,1.3208769225002674,50000.0,2.1,51.84201646587957,5.598002195358276,False
2025-10-10T19:13:45.900414,0.6,0.1,1.3202156886625824,50000.0,2.1,51.68002788695617,5.595199823379517,False
2025-10-10T19:13:45.900423,0.6,0.1,1.3219964182778692,50000.0,2.1,51.369837622663226,5.6027467250823975,False
2025-10-10T19:13:45.900473,0.6,0.1,1.3200105790341838,50000.0,2.1,51.5332716532386,5.594330549240112,False
2025-10-10T19:13:45.900487,0.6,0.1,1.3196979640574937,50000.0,2.1,51.27715175426242,5.593005657196045,False
2025-10-10T19:13:45.900498,0.6,0.1,1.3207062978423043,50000.0,2.1,51.551627389019444,5.597279071807861,False
2025-10-10T19:13:45.900508,0.6,0.1,1.3390560150146484,50000.0,2.1,51.335179149731374,5.675046920776367,False
2025-10-10T19:13:45.900519,0.6,0.1,1.325483000680302,50000.0,2.1,51.4461209233272,5.617523193359375,False
2025-10-10T19:13:45.900529,0.6,0.1,1.3239698811863245,50000.0,2.1,51.03992241341592,5.61111044883728,False
2025-10-10T19:13:45.900539,0.6,0.1,1.324696372064312,50000.0,2.1,49.13351381425673,5.614189386367798,False
2025-10-10T19:13:45.900549,0.6,0.1,1.3285153715798026,50000.0,2.1,49.891814902342276,5.6303746700286865,False
2025-10-10T19:13:45.900559,0.6,0.1,1.327685650814785,50000.0,2.1,47.52288416565845,5.626858234405518,False
2025-10-10T19:13:45.900569,0.6,0.1,1.3301002738181125,50000.0,2.1,45.86825209826347,5.637091636657715,False
2025-10-10T19:13:45.900580,0.6,0.1,1.3356543230206779,50000.0,2.1,45.51883713457558,5.660630226135254,False
2025-10-10T19:13:45.900590,0.6,0.1,1.3411247757043732,50000.0,2.1,44.76233490421633,5.683814525604248,False
2025-10-10T19:13:45.900600,0.6,0.1,1.3376403310325709,50000.0,2.1,46.22924681749896,5.669047117233276,False
2025-10-10T19:13:45.900610,0.6,0.1,1.338680674520771,50000.0,2.1,43.79370331559004,5.673456192016602,False
2025-10-10T19:13:45.900621,0.6,0.1,1.3427769039454085,50000.0,2.1,42.43178361266084,5.690816402435303,False
2025-10-10T19:13:45.900631,0.6,0.1,1.3444595229759644,50000.0,2.1,42.35012962933614,5.6979475021362305,False
2025-10-10T19:13:45.900641,0.6,0.1,1.3434985568014424,50000.0,2.1,42.916586124850554,5.693874835968018,False
2025-10-10T19:13:45.900651,0.6,0.1,1.3452068848556347,50000.0,2.1,40.76663785343939,5.701114892959595,False
2025-10-10T19:13:45.900662,0.6,0.1,1.3499587787671037,50000.0,2.1,39.07087231894012,5.721253871917725,False
